"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: d","Param: k","Param: m","Param: n"
"streamkm.bench.PipelineBench.ingestOnly","sample",1,18285,"4,936821","0,002663","ms/op",,25,,10000
"streamkm.bench.PipelineBench.ingestOnly:p0.00","sample",1,1,"4,734976",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.ingestOnly:p0.50","sample",1,1,"4,923392",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.ingestOnly:p0.90","sample",1,1,"5,054464",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.ingestOnly:p0.95","sample",1,1,"5,136384",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.ingestOnly:p0.99","sample",1,1,"5,292032",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.ingestOnly:p0.999","sample",1,1,"5,431296",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.ingestOnly:p0.9999","sample",1,1,"6,638985",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.ingestOnly:p1.00","sample",1,1,"7,962624",NaN,"ms/op",,25,,10000
"streamkm.bench.PipelineBench.ingestOnly","sample",1,1924,"47,037612","0,043574","ms/op",,25,,50000
"streamkm.bench.PipelineBench.ingestOnly:p0.00","sample",1,1,"46,071808",NaN,"ms/op",,25,,50000
"streamkm.bench.PipelineBench.ingestOnly:p0.50","sample",1,1,"47,054848",NaN,"ms/op",,25,,50000
"streamkm.bench.PipelineBench.ingestOnly:p0.90","sample",1,1,"47,710208",NaN,"ms/op",,25,,50000
"streamkm.bench.PipelineBench.ingestOnly:p0.95","sample",1,1,"47,841280",NaN,"ms/op",,25,,50000
"streamkm.bench.PipelineBench.ingestOnly:p0.99","sample",1,1,"48,037888",NaN,"ms/op",,25,,50000
"streamkm.bench.PipelineBench.ingestOnly:p0.999","sample",1,1,"48,863642",NaN,"ms/op",,25,,50000
"streamkm.bench.PipelineBench.ingestOnly:p0.9999","sample",1,1,"49,348608",NaN,"ms/op",,25,,50000
"streamkm.bench.PipelineBench.ingestOnly:p1.00","sample",1,1,"49,348608",NaN,"ms/op",,25,,50000
"streamkm.bench.SqdistBench.sqdist","sample",1,1533041,"12,032976","0,232453","ns/op",2,,,
"streamkm.bench.SqdistBench.sqdist:p0.00","sample",1,1,"0,000000",NaN,"ns/op",2,,,
"streamkm.bench.SqdistBench.sqdist:p0.50","sample",1,1,"0,000000",NaN,"ns/op",2,,,
"streamkm.bench.SqdistBench.sqdist:p0.90","sample",1,1,"42,000000",NaN,"ns/op",2,,,
"streamkm.bench.SqdistBench.sqdist:p0.95","sample",1,1,"42,000000",NaN,"ns/op",2,,,
"streamkm.bench.SqdistBench.sqdist:p0.99","sample",1,1,"42,000000",NaN,"ns/op",2,,,
"streamkm.bench.SqdistBench.sqdist:p0.999","sample",1,1,"42,000000",NaN,"ns/op",2,,,
"streamkm.bench.SqdistBench.sqdist:p0.9999","sample",1,1,"167,000000",NaN,"ns/op",2,,,
"streamkm.bench.SqdistBench.sqdist:p1.00","sample",1,1,"40832,000000",NaN,"ns/op",2,,,
"streamkm.bench.SqdistBench.sqdist","sample",1,1985886,"11,725827","0,102044","ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p0.00","sample",1,1,"0,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p0.50","sample",1,1,"0,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p0.90","sample",1,1,"42,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p0.95","sample",1,1,"42,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p0.99","sample",1,1,"42,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p0.999","sample",1,1,"42,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p0.9999","sample",1,1,"125,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist:p1.00","sample",1,1,"13488,000000",NaN,"ns/op",10,,,
"streamkm.bench.SqdistBench.sqdist","sample",1,1253701,"17,503976","0,194638","ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.00","sample",1,1,"0,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.50","sample",1,1,"0,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.90","sample",1,1,"42,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.95","sample",1,1,"42,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.99","sample",1,1,"42,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.999","sample",1,1,"42,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p0.9999","sample",1,1,"250,000000",NaN,"ns/op",50,,,
"streamkm.bench.SqdistBench.sqdist:p1.00","sample",1,1,"16112,000000",NaN,"ns/op",50,,,
